Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,6.45,"Action, Mecha, Sci-Fi, Shounen",Movie,1,"Jul 18, 1976",Unknown,Dynamic Planning,Unknown,Unknown,Unknown,31 min.,PG-13 - Teens 13 or older,6183.0,9032,1872,2,44,1256,46
Yuusha Tokkyuu Might Gaine,6.91,"Action, Sci-Fi, Adventure, Mecha",TV,47,"Jan 30, 1993 to Jan 24, 1994",Winter 1993,Nagoya Broadcasting Network,Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,3981.0,8544,2243,12,168,623,149
Genji Monogatari,6.47,"Drama, Historical, Romance",Movie,1,"Dec 19, 1987",Unknown,TV Asahi,Unknown,Group TAC,Novel,1 hr. 46 min.,R+ - Mild Nudity,6072.0,5905,6298,19,199,2176,89
Ryuusei no Rockman Tribe,6.97,Adventure,TV,21,"Nov 3, 2007 to Mar 29, 2008",Fall 2007,Half H.P Studio,Unknown,Xebec,Game,10 min. per ep.,PG - Children,3731.0,6203,5559,22,187,3564,161
Ougon no Hou: El Cantare no Rekishikan,5.29,"Historical, Fantasy",Movie,1,"Oct 11, 2003",Unknown,Group TAC,Unknown,Unknown,Original,1 hr. 50 min.,PG - Children,10129.0,11583,624,2,31,278,38
"Yume Miru, Anime: on-chan",6.51,Comedy,TV,26,"Jan 18, 2008 to Aug 22, 2008",Winter 2008,Unknown,Unknown,Unknown,Unknown,6 min. per ep.,G - All Ages,13045.0,14030,256,0,18,63,57
Wellber no Monogatari: Sisters of Wellber Zwei,6.85,"Adventure, Fantasy, Historical, Romance",TV,13,"Jan 2, 2008 to Mar 26, 2008",Winter 2008,"Production I.G, Avex Entertainment, Nagoya Broadcasting Network",Unknown,Trans Arts,Original,20 min. per ep.,PG-13 - Teens 13 or older,4224.0,6827,4382,3,202,1780,165
Kanokon,6.46,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,"Apr 5, 2008 to Jun 21, 2008",Spring 2008,"Media Factory, Movic, AT-X",Media Blasters,Xebec,Light novel,24 min. per ep.,R+ - Mild Nudity,6106.0,713,205957,632,9621,132637,12050
Yuusha Shirei Dagwon,6.87,"Action, Adventure, Martial Arts, Mecha, Super Power, School",TV,48,"Feb 3, 1996 to Jan 25, 1997",Winter 1996,Nagoya Broadcasting Network,Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,4176.0,9451,1574,3,79,445,117
Genius Party,7.21,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha",Movie,7,"Jul 7, 2007",Unknown,Unknown,Unknown,Studio 4°C,Original,14 min. per ep.,R+ - Mild Nudity,2739.0,2932,30812,68,1174,13692,462
Noramimi,6.51,Comedy,TV,12,"Jan 9, 2008 to Mar 26, 2008",Winter 2008,TMS Music,Unknown,TMS Entertainment,Manga,20 min. per ep.,G - All Ages,11222.0,10906,822,1,36,137,93
Garakuta-doori no Stain,6.55,Comedy,TV,13,"Jan 6, 2003 to Mar 25, 2003",Winter 2003,Unknown,Funimation,Unknown,Unknown,7 min. per ep.,PG - Children,5638.0,10342,1050,6,56,522,114
Choujin Locke,6.37,"Action, Sci-Fi, Super Power",Movie,1,"Mar 11, 1984",Unknown,Unknown,"Central Park Media, Sentai Filmworks, Discotek Media",Nippon Animation,Manga,1 hr. 59 min.,R+ - Mild Nudity,6543.0,8050,2737,12,79,1165,57
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.76,"Slice of Life, Comedy, Police",TV,373,"Jun 16, 1996 to Dec 19, 2004",Summer 1996,"Asatsu DK, Fuji TV",Unknown,Gallop,Manga,25 min. per ep.,PG-13 - Teens 13 or older,894.0,4529,12166,153,845,4609,1070
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,6.76,"Comedy, Police",Movie,1,"Dec 20, 2003",Unknown,"Fuji TV, Shueisha",Unknown,Unknown,Manga,1 hr. 40 min.,PG-13 - Teens 13 or older,4620.0,10593,937,1,32,415,54
Allison to Lillia,7.35,"Action, Adventure, Shounen",TV,26,"Apr 3, 2008 to Oct 2, 2008",Spring 2008,Unknown,Sentai Filmworks,Madhouse,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2119.0,2606,38148,170,2020,15482,2852
Midori no Makibao,6.45,"Sports, Comedy",TV,61,"Mar 9, 1996 to Jul 12, 1997",Spring 1996,Fuji TV,Unknown,Studio Pierrot,Manga,24 min. per ep.,G - All Ages,6197.0,10090,1180,9,70,627,144
Dennou Boukenki Webdiver,6.89,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,"Apr 6, 2001 to Mar 23, 2002",Spring 2001,Radix,Unknown,Nippon Animation,Original,24 min. per ep.,PG - Children,4064.0,8917,1942,20,117,928,154
Ganbarist! Shun,7.2,"Comedy, Shounen, Sports",TV,30,"Jul 1, 1996 to Mar 10, 1997",Summer 1996,Yomiuri Telecasting,Unknown,Sunrise,Manga,26 min. per ep.,PG-13 - Teens 13 or older,2768.0,8015,2774,13,145,1057,163
Mach GoGoGo (1997),6.31,"Adventure, Cars",TV,34,"Jan 9, 1997 to Sep 24, 1997",Winter 1997,"TV Tokyo, Yomiuri Advertising",Funimation,Tatsunoko Production,Manga,25 min. per ep.,PG - Children,6844.0,7814,3002,4,90,1581,225
Macross F,7.92,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",TV,25,"Apr 4, 2008 to Sep 26, 2008",Spring 2008,"Bandai Visual, Mainichi Broadcasting System, Big West",Unknown,Satelight,Original,24 min. per ep.,PG-13 - Teens 13 or older,652.0,1141,129291,1895,6615,73290,4468
Moegaku★5,6.51,"Magic, Parody",TV,40,"Jan 14, 2008 to Mar 3, 2008",Winter 2008,Unknown,Unknown,AIC Spirits,Unknown,7 min. per ep.,G - All Ages,15608.0,10711,889,0,51,159,138
Sugai-kun to Kazoku Ishi The Movie,6.51,"Comedy, Parody",Movie,1,"Feb 16, 2008",Unknown,Kaeruotoko Shokai,Unknown,DLE,Unknown,1 hr. 30 min.,Unknown,12242.0,14685,211,1,12,58,46
Kodai Ouja Kyouryuu King,6.14,"Adventure, Kids, Fantasy",TV,49,"Feb 4, 2007 to Jan 27, 2008",Winter 2007,"Asatsu DK, Sega, 4Kids Entertainment, Happinet Pictures, Nagoya Broadcasting Network",Discotek Media,Sunrise,Game,25 min. per ep.,PG - Children,7600.0,4138,15334,72,576,11281,1202
Kyouran Kazoku Nikki,7.28,"Comedy, Sci-Fi",TV,26,"Apr 12, 2008 to Oct 4, 2008",Spring 2008,Lantis,Unknown,Nomad,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2427.0,3178,26601,115,1803,11064,2212
Getter Robo,6.79,"Action, Sci-Fi, Mecha, Shounen",TV,51,"Apr 4, 1974 to May 8, 1975",Spring 1974,Dynamic Planning,Unknown,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4492.0,6092,5793,23,390,1548,321
Soul Eater,7.88,"Action, Fantasy, Comedy, Supernatural, Shounen",TV,51,"Apr 7, 2008 to Mar 30, 2009",Spring 2008,"TV Tokyo, Aniplex, Dentsu, Media Factory",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,700.0,43,1218423,23856,87632,763245,65962
Tears to Tiara,7.2,"Action, Adventure, Fantasy, Magic",TV,26,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,"Dwango, Bushiroad, Showgate, Good Smile Company",Sentai Filmworks,White Fox,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2787.0,1821,69340,189,5063,33002,5028
Ginga Tetsudou 999: Eternal Fantasy,6.63,"Action, Drama, Sci-Fi, Space",Movie,1,"Mar 7, 1998",Unknown,Unknown,Discotek Media,Toei Animation,Manga,54 min.,PG-13 - Teens 13 or older,5250.0,7363,3599,4,102,1801,61
JoJo no Kimyou na Bouken: Phantom Blood,7.71,"Action, Adventure, Horror, Shounen, Vampire",Movie,1,"Feb 17, 2007",Unknown,Bandai,Unknown,APPP,Manga,1 hr. 30 min.,R - 17+ (violence & profanity),1000.0,2403,44881,619,1415,26729,1000
Hidamari Sketch x 365,7.84,"Slice of Life, Comedy, School, Seinen",TV,13,"Jul 4, 2008 to Sep 26, 2008",Summer 2008,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,754.0,3140,27309,156,1039,17947,561
Kikou Kantai Dairugger XV,6.42,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen",TV,52,"Mar 3, 1982 to Mar 23, 1983",Spring 1982,Unknown,Unknown,Toei Animation,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,6332.0,8867,1977,10,100,900,136
Toshokan Sensou,7.48,"Action, Military, Comedy, Romance",TV,12,"Apr 11, 2008 to Jun 27, 2008",Spring 2008,"Fuji TV, Code, Asmik Ace, ASCII Media Works, Sony Music Entertainment, Atelier Musa",Discotek Media,Production I.G,Novel,23 min. per ep.,PG-13 - Teens 13 or older,1656.0,1967,61809,385,2691,29287,2354
Yakushiji Ryouko no Kaiki Jikenbo,7.09,"Mystery, Police, Supernatural",TV,13,"Jul 6, 2008 to Sep 28, 2008",Summer 2008,"Starchild Records, GANSIS",Unknown,Doga Kobo,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3238.0,4067,15747,36,789,6344,702
Neo Angelique Abyss,6.85,"Comedy, Fantasy, Harem, Romance, Shoujo",TV,13,"Apr 7, 2008 to Jun 30, 2008",Spring 2008,Koei,Sentai Filmworks,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,4240.0,2816,33135,133,1683,17572,2139
Kamen no Maid Guy,7.03,"Action, Comedy, Ecchi, Super Power",TV,12,"Apr 6, 2008 to Jun 22, 2008",Spring 2008,"Geneon Universal Entertainment, Frontier Works, Rondo Robe, AT-X, KlockWorx, Kinyosha",Discotek Media,Madhouse,Manga,25 min. per ep.,R+ - Mild Nudity,3543.0,2674,36455,71,1805,21511,2424
Nanako SOS,6.31,"Comedy, Parody, Romance, Super Power",TV,39,"Apr 2, 1983 to Dec 24, 1983",Spring 1983,Kokusai Eigasha,Unknown,Unknown,Manga,23 min. per ep.,G - All Ages,6858.0,9756,1384,2,61,464,113
D.C.II S.S.: Da Capo II Second Season,7.23,"Fantasy, Comedy, Harem, Romance, Drama",TV,13,"Apr 6, 2008 to Jun 29, 2008",Spring 2008,"Starchild Records, Lantis, GANSIS",Unknown,feel.,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2639.0,3167,26787,55,645,16992,600
Miracle Shoujo Limit-chan,6.51,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power",TV,25,"Oct 1, 1973 to Mar 25, 1974",Fall 1973,TV Asahi,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,15582.0,11633,610,1,35,171,90
Aoi Blink,6.77,"Adventure, Fantasy",TV,39,"Apr 7, 1989 to Mar 16, 1990",Spring 1989,Tezuka Productions,Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,4575.0,9507,1523,6,55,839,140
Bouken Yuuki Pluster World,6.18,"Action, Sci-Fi, Adventure, Shounen",TV,52,"Apr 3, 2003 to Mar 25, 2004",Spring 2003,TV Tokyo,Unknown,"Actas, Brain's Base",Original,24 min. per ep.,G - All Ages,7448.0,11183,734,3,61,237,89
Kaiketsu Zorori,7.06,"Adventure, Comedy",TV,52,"Feb 1, 2004 to Feb 6, 2005",Winter 2004,Nagoya Broadcasting Network,Unknown,Ajia-Do,Unknown,24 min. per ep.,PG - Children,3396.0,8308,2471,29,185,1154,211
Glass no Usagi,6.65,Historical,Movie,1,"Sep 9, 2005",Unknown,"Magic Bus, Tokyo MX",Unknown,Unknown,Unknown,1 hr. 24 min.,PG - Children,5156.0,8907,1945,1,50,744,48
Kurogane no Linebarrels,6.95,"Action, Mecha, Sci-Fi",TV,24,"Oct 3, 2008 to Mar 20, 2009",Fall 2008,"Akita Shoten, Sotsu Music Publishing",Funimation,Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),3831.0,2580,39055,93,2127,20848,3526
Macademi Wasshoi!,6.97,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,"Oct 6, 2008 to Dec 22, 2008",Fall 2008,Media Factory,Unknown,Zexcs,Light novel,24 min. per ep.,R+ - Mild Nudity,3749.0,2579,39050,110,2111,22473,2533
Nabari no Ou,7.29,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen",TV,26,"Apr 7, 2008 to Sep 29, 2008",Spring 2008,"Square Enix, Kinyosha",Funimation,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2409.0,1007,147403,1422,9075,71346,9962
Monochrome Factor,6.99,"Action, Shounen Ai, Supernatural",TV,24,"Apr 8, 2008 to Sep 30, 2008",Spring 2008,"Sotsu, Genco",Unknown,A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3687.0,2208,52251,255,3464,23203,4563
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,6.39,"Adventure, Comedy",Movie,1,"Mar 11, 2006",Unknown,Nagoya Broadcasting Network,Unknown,Sunrise,Unknown,53 min.,G - All Ages,6464.0,12063,512,3,17,240,44
Mahou no Idol Pastel Yumi,6.29,"Comedy, Fantasy, Kids, Magic, Shoujo",TV,25,"Mar 7, 1986 to Aug 29, 1986",Spring 1986,Unknown,Unknown,Studio Pierrot,Original,23 min. per ep.,G - All Ages,6960.0,8743,2072,5,147,584,134
Strike Witches,7.0,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,"Jul 4, 2008 to Sep 19, 2008",Summer 2008,"GDH, Kadokawa Shoten, KlockWorx, NTT Docomo",Funimation,Gonzo,Original,24 min. per ep.,R+ - Mild Nudity,3650.0,1019,145016,1045,6602,75808,8719
Telepathy Shoujo Ran,6.64,"Fantasy, School",TV,26,"Jun 21, 2008 to Dec 20, 2008",Summer 2008,Unknown,Unknown,TMS Entertainment,Novel,24 min. per ep.,PG-13 - Teens 13 or older,5212.0,5348,8032,5,542,2304,956
Duel Masters Movie 1: Yami no Shiro no Maryuuou,5.8,"Adventure, Kids",Movie,1,"Mar 12, 2005",Unknown,Shogakukan-Shueisha Productions,Unknown,Unknown,Original,45 min.,PG - Children,8825.0,10181,1121,2,33,625,73
Kikou Souseiki Mospeada,7.1,"Action, Mecha, Military",TV,25,"Oct 2, 1983 to Mar 25, 1984",Fall 1983,Artmic,Unknown,"Tatsunoko Production, Studio World",Original,23 min. per ep.,PG-13 - Teens 13 or older,3198.0,5577,7277,42,292,3548,221
Tottemo! Luckyman,6.88,"Comedy, Super Power, Sci-Fi, Shounen",TV,50,"Apr 6, 1994 to Mar 23, 1995",Spring 1994,"TV Tokyo, Yomiko Advertising, TV Tokyo Music",Unknown,Studio Pierrot,Manga,24 min. per ep.,G - All Ages,4108.0,9464,1568,12,48,812,124
Nijuu Mensou no Musume,7.57,"Action, Adventure, Mystery",TV,22,"Apr 13, 2008 to Sep 28, 2008",Spring 2008,"PRA, Sakura Create, Fujipacific Music",Unknown,"Bones, Telecom Animation Film",Manga,22 min. per ep.,PG-13 - Teens 13 or older,1353.0,2961,30373,173,1752,12206,1452
Machine Robo: Cronos no Dai Gyakushuu,6.32,"Action, Martial Arts, Mecha, Sci-Fi, Space",TV,47,"Jul 3, 1986 to May 28, 1987",Summer 1986,Unknown,Unknown,Production Reed,Original,24 min. per ep.,PG-13 - Teens 13 or older,6773.0,9753,1379,2,89,310,110
Kabatotto,6.0,Comedy,TV,300,"Jan 1, 1971 to Sep 30, 1972",Winter 1971,Unknown,Saban Entertainment,Tatsunoko Production,Unknown,5 min. per ep.,G - All Ages,8214.0,12023,517,1,30,222,91
Hatsumei Boy Kanipan,6.57,"Sci-Fi, Adventure, Comedy, Mecha",TV,31,"Jul 3, 1998 to Jan 29, 1999",Summer 1998,Studio Comet,Unknown,Unknown,Original,24 min. per ep.,PG - Children,5536.0,11218,721,5,43,315,80
Chou Hatsumei Boy Kanipan,6.53,"Adventure, Comedy, Mecha, Romance",TV,21,"Feb 5, 1999 to Jun 25, 1999",Winter 1999,Studio Comet,Unknown,Unknown,Original,30 min. per ep.,G - All Ages,5743.0,11064,771,6,39,265,83
Watashi to Watashi: Futari no Lotte,6.96,"Slice of Life, Kids, Shoujo",TV,29,"Nov 9, 1991 to Sep 5, 1992",Fall 1991,Unknown,Unknown,Tokyo Movie Shinsha,Novel,24 min. per ep.,G - All Ages,3768.0,10611,939,2,65,244,77
Yes! Precure 5 GoGo!,7.12,"Action, Magic, Fantasy, School, Shoujo",TV,48,"Feb 3, 2008 to Jan 25, 2009",Winter 2008,Asahi Broadcasting,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,3113.0,5492,7566,30,369,4047,266
Kaiba,8.17,"Adventure, Mystery, Romance, Sci-Fi",TV,12,"Apr 11, 2008 to Jul 25, 2008",Spring 2008,"VAP, WOWOW",Discotek Media,Madhouse,Original,24 min. per ep.,R+ - Mild Nudity,339.0,1270,113817,2965,5599,39280,2787
Zenryoku Usagi,6.31,"Comedy, Kids",TV,52,"Jan 5, 2008 to Dec 27, 2008",Winter 2008,Sotsu,Unknown,Unknown,Unknown,12 min. per ep.,G - All Ages,6817.0,10840,840,1,88,177,198
Hakaba Kitarou,6.9,"Horror, Supernatural",TV,11,"Jan 11, 2008 to Mar 21, 2008",Winter 2008,"Fuji TV, Sony Music Entertainment, Fujipacific Music",Unknown,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4019.0,4923,9880,35,522,3766,676
Zero no Tsukaima: Princesses no Rondo,7.4,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",TV,12,"Jul 7, 2008 to Sep 22, 2008",Summer 2008,Unknown,Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1919.0,360,368587,890,7323,316451,4553
Jigoku Shoujo Mitsuganae,7.65,"Mystery, Psychological, Supernatural",TV,26,"Oct 4, 2008 to Apr 4, 2009",Fall 2008,"Aniplex, Tokyo MX",Sentai Filmworks,Studio Deen,Original,24 min. per ep.,R - 17+ (violence & profanity),1161.0,1553,88526,315,3821,46757,2471
Jack to Mame no Ki,6.36,"Fantasy, Kids",Movie,1,"Jul 20, 1974",Unknown,Group TAC,Unknown,Unknown,Unknown,1 hr. 28 min.,G - All Ages,6599.0,9850,1327,8,33,911,54
Koala Boy Kokki,6.23,Comedy,TV,26,"Apr 11, 1984 to Mar 28, 1985",Spring 1984,"Topcraft, Tohokushinsha Film Corporation",Unknown,Unknown,Original,25 min. per ep.,G - All Ages,7236.0,11431,669,3,29,364,100
Taiko no Tatsujin,6.02,Game,TV,26,"Apr 4, 2005 to May 15, 2006",Spring 2005,Nikkatsu,Unknown,Unknown,Unknown,4 min. per ep.,G - All Ages,8162.0,11016,780,5,61,274,89
Doraemon Movie 01: Nobita no Kyouryuu,7.1,"Adventure, Comedy",Movie,1,"Mar 15, 1980",Unknown,Unknown,Unknown,Shin-Ei Animation,Manga,1 hr. 32 min.,PG - Children,3190.0,6551,4848,7,58,4130,96
Itazura na Kiss,7.53,"Comedy, Romance, Shoujo",TV,25,"Apr 5, 2008 to Sep 25, 2008",Spring 2008,"Bandai Visual, Trinity Sound",Discotek Media,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1483.0,627,228881,3068,9106,153652,10223
Parappa the Rapper,5.97,"Comedy, Fantasy",TV,30,"Apr 14, 2001 to Jan 11, 2002",Spring 2001,Aniplex,Unknown,"J.C.Staff, Production I.G",Game,20 min. per ep.,G - All Ages,8329.0,8110,2662,24,190,852,361
Usavich,6.96,"Adventure, Comedy",TV,13,2006 to 2007,Unknown,Unknown,Unknown,Kanaban Graphics,Original,1 min. per ep.,PG-13 - Teens 13 or older,3767.0,5983,6094,22,80,4733,236
Usavich II,7.11,"Adventure, Comedy",TV,13,"Oct 8, 2007 to Jan 15, 2008",Fall 2007,Unknown,Unknown,Kanaban Graphics,Original,1 min. per ep.,PG-13 - Teens 13 or older,3180.0,6821,4376,3,45,3911,104
Murder,5.36,"Parody, Mystery, Vampire",Movie,1,1964,Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,PG-13 - Teens 13 or older,10005.0,9330,1644,2,27,1276,45
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.33,"Historical, Drama, Romance, Samurai, Seinen",Movie,1,"Apr 20, 2002",Unknown,TV Asahi,Unknown,Unknown,Manga,1 hr. 35 min.,G - All Ages,2209.0,7530,3355,4,59,2551,85
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,6.94,"Action, Adventure, Comedy, Seinen",Movie,1,"Apr 23, 1994",Unknown,"TV Asahi, Asatsu DK, Imagine",Unknown,Shin-Ei Animation,Manga,1 hr. 33 min.,G - All Ages,3839.0,6355,5273,6,59,4567,95
Maria-sama ga Miteru 4th,7.82,"School, Shoujo, Shoujo Ai, Slice of Life",TV,13,"Jan 3, 2009 to Mar 28, 2009",Winter 2009,Unknown,Nozomi Entertainment,Studio Deen,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,797.0,3810,18062,88,564,10586,397
Sekai Meisaku Douwa: Mori wa Ikiteiru,6.82,"Fantasy, Kids",Movie,1,"Mar 15, 1980",Unknown,Soyuzmultfilm,Unknown,Toei Animation,Book,1 hr. 5 min.,PG - Children,4366.0,9195,1731,3,31,1051,42
Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,6.9,"Adventure, Kids",Movie,1,"Mar 20, 1976",Unknown,Unknown,Unknown,Toei Animation,Unknown,1 hr. 9 min.,PG - Children,4051.0,9615,1465,5,24,1080,59
Tongari Boushi no Memole,6.91,"Fantasy, Magic, Shoujo",TV,50,"Mar 3, 1984 to Mar 3, 1985",Spring 1984,Unknown,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,3981.0,8879,1976,6,90,963,156
Sekai Meisaku Douwa: Oyayubi Hime,6.16,"Fantasy, Kids",Movie,1,"Mar 18, 1978",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 4 min.,PG - Children,7533.0,11024,779,1,17,462,49
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,6.3,"Adventure, Fantasy",Movie,1,"Mar 13, 1982",Unknown,Rankin/Bass,Unknown,Toei Animation,Unknown,1 hr. 5 min.,G - All Ages,6868.0,10264,1095,2,33,681,37
Panda no Daibouken,6.17,"Adventure, Kids",Movie,1,"Mar 17, 1973",Unknown,Unknown,Unknown,Toei Animation,Original,53 min.,PG - Children,7468.0,11870,550,0,17,312,48
Grimm Douwa: Kin no Tori,6.75,"Adventure, Fantasy",Movie,1,"Mar 14, 1987",Unknown,Unknown,Unknown,"Madhouse, Toei Animation",Other,52 min.,G - All Ages,4687.0,9715,1408,4,37,632,45
Wanwan Sanjuushi,6.73,"Adventure, Historical",TV,26,"Oct 2, 1981 to Mar 26, 1982",Fall 1981,Unknown,Unknown,Nippon Animation,Novel,24 min. per ep.,G - All Ages,4779.0,8446,2353,10,63,1718,160
Chouon Senshi Borgman: Lovers Rain,5.85,"Action, Sci-Fi, Demons",Movie,1,"Dec 1, 1990",Unknown,Toho,Unknown,Production Reed,Other,33 min.,PG-13 - Teens 13 or older,8681.0,10865,835,2,38,357,37
Pygmalio,6.8,"Adventure, Fantasy, Shoujo",TV,39,"Nov 5, 1990 to Sep 16, 1991",Fall 1990,TV Tokyo,Unknown,Nippon Animation,Manga,24 min. per ep.,G - All Ages,4449.0,10165,1129,3,53,490,108
