Name,Score,Genres,English name,Type,Month Aired,Year Aired,Duracion_min,Episodes,Premiered,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Kitakaze to Taiyou,6.51,['Kids'],Kitakaze to Taiyou,Movie,Unknown,Unknown,7,1,Unknown,Unknown,Other,G,15057.0,14824,206,0,7,84,48
Match Shoujo,5.72,['Unknown'],The Little Match Girl,ONA,Feb,2016,1,1,Winter,NAZ,Manga,PG,9101.0,10943,810,2,40,462,25
Fukigen na Mononokean,7.42,"['Comedy', 'Demons', 'Supernatural']",The Morose Mononokean,TV,Jun,2016,24,13,Summer,Pierrot Plus,Web manga,PG,1819.0,1388,101218,497,7995,54972,6227
Ozmafia!!,5.46,"['Harem', 'Historical', 'Romance', 'Fantasy', 'Shoujo']",Ozmafia!!,TV,Jul,2016,5,12,Summer,Creators in Pack,Visual novel,PG,9802.0,3892,17572,20,1247,8046,2409
Monster Musume no Iru Nichijou OVA,7.19,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Seinen']",Everyday Life with Monster Girls OVA,OVA,Nov,2016,24,2,Fall,Lerche,Manga,R,2831.0,1678,79644,122,3310,59852,567
Jewelpet: Attack Chance!?,5.71,"['Comedy', 'Magic', 'Fantasy', 'Shoujo']",Jewelpet: Attack Chance!?,ONA,Feb,2016,4,3,Winter,Unknown,Original,PG,9130.0,11171,741,1,73,235,73
Aikatsu Stars!,7.52,"['Music', 'School', 'Shoujo', 'Slice of Life']",Aikatsu Stars!,TV,Apr,2016,24,100,Spring,Bandai Namco Pictures,Original,PG,1499.0,4212,14513,242,2351,3733,1267
Sensou no Tsukurikata,6.45,['Drama'],What Happens Before War?,Movie,Oct,2015,7,1,Fall,Saigo no Shudan,Picture book,PG,6138.0,11976,531,0,16,375,31
Orange,7.62,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",Orange,TV,Jul,2016,24,13,Summer,Telecom Animation Film,Manga,PG,1226.0,210,545748,4947,35720,322463,22884
Love Live! x Watering KissMint Collaboration CM,6.54,['Music'],Love Live! x Watering KissMint Collaboration CM,Special,Feb,2016,0,1,Winter,Sunrise,Original,G,5685.0,6596,4785,6,102,3191,86
ZIP! x Peeping Life TV: Cool Japan Saizensen,6.51,"['Comedy', 'Slice of Life']",ZIP! x Peeping Life TV:The Front Line of Cool Japan,ONA,Oct,2015,1,5,Fall,Unknown,Original,G,13141.0,14103,253,0,16,88,57
"Satto Anshin, SAT x Peeping Life",6.51,"['Comedy', 'Slice of Life']","Satto Anshin, SAT x Peeping Life",ONA,Sep,2015,1,3,Fall,"CoMix Wave Films, FOREST Hunting One",Original,G,11830.0,13803,274,0,15,116,50
Persona 3 the Movie Meets “Walkman”,6.15,['Drama'],Persona 3 the Movie Meets “Walkman”,ONA,Feb,2016,0,1,Winter,A-1 Pictures,Game,G,7554.0,6710,4603,7,156,2267,94
Pepsi Nex x 009 Re:Cyborg,5.44,"['Action', 'Comedy']",Pepsi Nex x 009 Re:Cyborg,Movie,Unknown,Unknown,1,3,Unknown,Unknown,Manga,G,9824.0,11669,605,1,25,299,41
009 Re:Cyborg x Zip,5.04,"['Comedy', 'Super Power']",009 Re:Cyborg x Zip,ONA,Oct,2012,0,10,Fall,Unknown,Manga,G,10551.0,10351,1057,3,42,529,71
JRA Hokan Keikaku,4.74,"['Action', 'Mecha']",JRA Hokan Keikaku,ONA,Jun,2012,0,3,Summer,Gainax,Original,G,10817.0,8462,2343,3,67,1143,85
Girls & Panzer Movie Specials,7.3,"['Military', 'School']",Girls & Panzer Movie Specials,Special,May,2016,15,3,Spring,Actas,Original,PG,2327.0,3853,17904,33,678,11244,168
Xiao Men Shen,6.45,"['Comedy', 'Fantasy']",Little Door Gods,Movie,Jan,2016,109,1,Winter,Unknown,Original,PG,6199.0,11767,582,3,29,302,50
Puzzle & Dragons Cross,6.48,"['Game', 'Kids']",Puzzle & Dragons X,TV,Jul,2016,24,89,Summer,Studio Pierrot,Game,PG,6014.0,5547,7380,27,1548,933,1754
Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,6.51,"['Adventure', 'Space', 'Comedy', 'Kids']",Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,Special,Feb,2016,24,Unknown,Winter,Ajia-Do,Unknown,G,11197.0,14030,260,0,66,0,66
Future Card Buddyfight Triple D,6.43,['Game'],Future Card Buddyfight Triple D,TV,Apr,2016,23,51,Spring,"Xebec, OLM",Card game,PG,6282.0,7834,2994,7,268,1574,319
Mobile Suit Gundam Unicorn RE:0096,7.58,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Mobile Suit Gundam Unicorn RE:0096,TV,Apr,2016,23,22,Spring,Sunrise,Novel,PG,1353.0,3296,24747,135,2432,13294,1433
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.09,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Is It Wrong to Try to Pick Up Girls in a Dungeon?:Is It Wrong to Expect a Hot Spring in a Dungeon?,OVA,Dec,2016,24,1,Winter,J.C.Staff,Light novel,PG,3251.0,1141,129039,149,2179,101445,421
Cardfight!! Vanguard G: Stride Gate-hen,6.67,"['Action', 'Game', 'Shounen']",Cardfight!! Vanguard G Stride Gate,TV,Apr,2016,24,24,Spring,TMS Entertainment,Card game,PG,5036.0,5774,6707,11,387,4214,267
Nyanbo!,6.35,['Comedy'],Nyanbo!,TV,Sep,2016,5,26,Fall,Shirogumi,Manga,PG,6644.0,6164,5613,6,612,1954,1166
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,7.25,"['Music', 'Slice of Life', 'School', 'Shoujo']",Aikatsu!: Nerawareta Mahou no Aikatsu! Card,Movie,Aug,2016,27,1,Summer,Bandai Namco Pictures,Original,PG,2561.0,8185,2585,5,79,1389,92
Xiong Chumo,6.51,"['Comedy', 'Kids']",Boonie Bears,TV,Jan,2012,13,104,Winter,Unknown,Original,PG,12917.0,14422,231,1,13,91,75
Xiong Chumo Zhi: Duo Bao Xiong Bing,6.51,"['Adventure', 'Comedy']",Boonie Bears:To the Rescue!,Movie,Jan,2014,96,1,Winter,Unknown,Unknown,PG,12919.0,14883,201,0,9,73,64
Xiong Chumo Zhi: Xue Ling Xiong Feng,6.51,"['Adventure', 'Comedy']",Boonie Bears:Mystical Winter,Movie,Jan,2015,96,1,Winter,Unknown,Original,PG,12903.0,14724,210,0,9,64,71
Teekyuu 6 Specials,5.93,"['Comedy', 'Sports', 'Shounen']",Teekyuu 6 Specials,Special,Feb,2016,2,2,Winter,Millepensee,Manga,PG,8454.0,8037,2751,0,68,1623,63
Teekyuu 7 Specials,6.2,"['Comedy', 'Sports', 'Shounen']",Teekyuu 7 Specials,Special,May,2016,2,2,Spring,Millepensee,Manga,PG,7359.0,8263,2511,0,68,1402,63
B: The Beginning,7.34,"['Action', 'Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']",B:The Beginning,ONA,Mar,2018,23,12,Spring,Production I.G,Original,R,2140.0,656,223101,1167,12254,141078,8123
Amaama to Inazuma,7.53,"['Comedy', 'Slice of Life', 'Seinen']",Sweetness & Lightning,TV,Jul,2016,24,12,Summer,TMS Entertainment,Manga,PG,1471.0,628,230111,865,19411,122112,11919
Nobunaga no Shinobi,7.07,"['Comedy', 'Historical']",Ninja Girl & Samurai Master,TV,Oct,2016,3,26,Fall,TMS Entertainment,4-koma manga,PG,3321.0,3730,19224,22,1938,9276,1639
Chou Shounen Tanteidan Neo,5.25,['Mystery'],Chou Shounen Tanteidan Neo,TV,Jan,2017,4,13,Winter,DLE,Novel,PG,10216.0,8514,2267,2,195,328,557
Hungry to Win,5.25,"['Action', 'Sports']",Hungry to Win,ONA,Nov,2014,0,Unknown,Fall,Unknown,Original,G,10251.0,11953,538,1,247,1,77
Kaze no You ni,6.51,"['Drama', 'Slice of Life']",Kaze no You ni,Movie,Jul,2016,43,1,Summer,Ekura Animal,Manga,PG,14923.0,9986,1238,0,58,75,36
Ganbare!! Tabuchi-kun!!,6.51,"['Comedy', 'Sports']",Ganbare!! Tabuchi-kun!!,Movie,Nov,1979,95,1,Fall,Unknown,4-koma manga,PG,14076.0,14368,233,0,12,73,51
Senki Zesshou Symphogear AXZ,7.6,"['Action', 'Music', 'Sci-Fi']",Senki Zesshou Symphogear AXZ,TV,Jul,2017,24,13,Summer,Satelight,Original,PG,1276.0,3108,27738,441,2174,14765,644
Panpaka Pants,6.51,"['Comedy', 'Kids']",Panpaka Pantsu,TV,Oct,2008,0,27,Fall,DLE,Original,G,11484.0,13976,262,2,29,52,70
Senki Zesshou Symphogear XV,8.21,"['Action', 'Music', 'Sci-Fi']",Senki Zesshou Symphogear XV,TV,Jul,2019,23,13,Summer,Satelight,Original,PG,302.0,3078,28318,738,2594,10823,627
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.73,"['Action', 'Comedy', 'School', 'Shounen']",Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,ONA,Mar,2016,5,8,Spring,Lerche,Manga,PG,956.0,2262,49906,169,1722,29809,656
Brave Witches,6.82,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",Brave Witches,TV,Oct,2016,23,12,Fall,SILVER LINK.,Original,R,4336.0,2303,48188,125,3331,20888,3308
Bungou Stray Dogs 2nd Season,8.2,"['Action', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",Bungo Stray Dogs 2,TV,Oct,2016,23,12,Fall,Bones,Manga,R,312.0,248,480682,5056,25823,356210,5833
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,7.64,"['Sports', 'School', 'Shounen']",Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,Movie,Sep,2016,87,1,Fall,Production I.G,Manga,PG,1183.0,3301,24569,36,481,15898,249
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.65,"['Sports', 'School', 'Shounen']",Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,Movie,Oct,2016,87,1,Fall,Production I.G,Manga,PG,1155.0,3533,21455,30,436,13288,240
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.73,"['Comedy', 'Sports', 'Shounen']",Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,Movie,Dec,2016,88,1,Winter,Production I.G,Manga,PG,964.0,3326,24369,39,549,15295,278
Shokupan Mimi Specials,5.52,['Comedy'],Shokupan Mimi Specials,Special,Oct,2011,0,4,Fall,Kachidoki Studio,4-koma manga,PG,9625.0,12485,435,0,10,312,32
Nameko: Sekai no Tomodachi,6.51,"['Comedy', 'Kids']",Nameko: Sekai no Tomodachi,TV,Apr,2016,3,26,Spring,Studio Deen,Game,G,15750.0,12453,442,0,35,28,107
ēlDLIVE,6.16,"['Action', 'Sci-Fi', 'Space', 'Police', 'Shounen']",elDLIVE,TV,Jan,2017,24,12,Winter,Studio Pierrot,Manga,PG,7518.0,2483,42000,50,3209,18191,6919
Norn9: Norn+Nonet Recap,6.1,"['Adventure', 'Romance', 'Fantasy', 'Josei']",Norn9: Norn+Nonet Recap,Special,Mar,2016,24,1,Spring,Kinema Citrus,Visual novel,PG,7805.0,6519,4924,3,136,3207,88
Tiger Mask W,6.98,"['Action', 'Sports', 'Drama', 'Shounen']",Tiger Mask W,TV,Oct,2016,23,38,Fall,Toei Animation,Manga,PG,3699.0,3780,18478,62,2500,5928,3862
Anitore! EX: Jigoku no Training,5.45,['Sports'],Anitore! EX: Jigoku no Training,Special,Feb,2016,5,5,Winter,Rising Force,Original,PG,9812.0,7995,2801,0,126,1168,96
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,"['Action', 'Adventure', 'Fantasy']",Sword Oratoria:Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,TV,Apr,2017,25,12,Spring,J.C.Staff,Light novel,PG,3446.0,443,315578,631,18423,199917,14783
Sinbad: Mahiru no Yoru to Fushigi no Mon,6.34,['Adventure'],Sinbad:Night at High Noon and the Wonder Gate,Movie,May,2016,51,1,Spring,Nippon Animation,Original,G,6705.0,10032,1217,0,40,441,60
Tu Xia Chuanqi,6.51,"['Action', 'Adventure', 'Comedy', 'Martial Arts']",Legend of Kung Fu Rabbit,Movie,Jul,2011,88,1,Summer,Unknown,Original,PG,12648.0,13983,263,0,15,122,42
Tu Xia Zhi Qing Li Chuanshuo,6.51,"['Action', 'Adventure', 'Comedy', 'Martial Arts']",Legend of a Rabbit:The Martial of Fire,Movie,Feb,2015,95,1,Winter,Unknown,Original,PG,12646.0,14148,250,0,18,85,44
Himitsukessha Taka no Tsume GT,6.51,"['Comedy', 'Parody', 'Super Power']",Himitsukessha Taka no Tsume GT,ONA,Apr,2016,6,47,Spring,DLE,Original,PG,14409.0,13440,303,0,30,74,74
Love Bites,2.66,['Horror'],Love Bites,ONA,Mar,2016,2,1,Spring,Unknown,Original,R,11044.0,8162,2618,1,30,2342,46
Seishun Anime Zenshuu Specials,6.51,"['Drama', 'Historical']",Animated Classics of Japanese Literature,Special,Oct,1987,23,2,Fall,Nippon Animation,Novel,G,11857.0,14408,229,0,12,74,37
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,5.73,"['Action', 'Space', 'Mecha']",Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,Special,Jan,2016,12,1,Winter,Sunrise,Other,PG,9064.0,9206,1734,0,59,926,61
Watashi ga Motete Dousunda,7.1,"['Harem', 'Comedy', 'Romance', 'School', 'Shoujo']","Kiss Him, Not Me!",TV,Oct,2016,23,12,Fall,Brain's Base,Manga,PG,3223.0,483,291969,1535,21435,182161,17405
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.48,"['Action', 'Sci-Fi', 'Supernatural', 'Magic']",The Irregular at Magic High School The Movie - The Girl Who Summons The Stars,Movie,Jun,2017,90,1,Summer,8bit,Light novel,R,1640.0,1111,133942,408,3643,85399,549
Eromanga-sensei,6.49,"['Comedy', 'Drama', 'Romance', 'Ecchi']",Eromanga Sensei,TV,Apr,2017,23,12,Spring,A-1 Pictures,Light novel,PG,5943.0,227,513293,2631,31122,357122,35972
Mahoutsukai no Yome: Hoshi Matsu Hito,8.14,"['Slice of Life', 'Magic', 'Fantasy', 'Shounen']",The Ancient Magus' Bride:Those Awaiting a Star,OVA,Sep,2016,23,3,Fall,Wit Studio,Manga,PG,376.0,667,219824,684,19898,125585,3414
Bishoujo Yuugi Unit Crane Game Girls,4.44,"['Comedy', 'Game', 'Space']",Crane Game Girls,TV,Apr,2016,4,13,Spring,Kyotoma,Original,PG,10923.0,5784,6634,5,385,3254,1421
Durarara!!x2 Ketsu: Dufufufu!!,7.59,"['Action', 'Mystery', 'Supernatural']",Durarara!! x2 Ketsu:Dufufufu!!,Special,Jul,2016,23,1,Summer,Shuka,Light novel,R,1299.0,2461,42822,54,873,27398,234
Urara Meirochou,7.13,"['Slice of Life', 'Comedy', 'Fantasy', 'Seinen']",Urara Meirocho,TV,Jan,2017,24,12,Winter,J.C.Staff,4-koma manga,PG,3069.0,1332,106150,411,9286,39205,8634
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,6.51,"['Action', 'Adventure', 'Comedy', 'Shounen']",Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,Movie,Mar,2016,10,1,Spring,Unknown,Original,PG,13882.0,12780,384,0,16,122,75
Mobile Suit Gundam UC: A Phantom World,5.89,"['Action', 'Mecha']",Mobile Suit Gundam UC: A Phantom World,Special,Mar,2016,3,1,Spring,Unknown,Light novel,PG,8565.0,9703,1422,1,58,642,39
Fairy Tail OVA (2016),7.24,"['Comedy', 'Magic', 'Ecchi', 'Fantasy', 'Shounen']",Fairy Tail OVA (2016),OVA,May,2016,27,3,Spring,A-1 Pictures,Manga,PG,2597.0,1916,64265,214,3633,46744,656
Choujuu Giga,6.11,['Romance'],Choju Jinbutsu Giga,ONA,Mar,2016,1,3,Spring,Studio Ghibli,Other,G,7762.0,8903,1942,1,84,884,85
Xiao Yeyou,5.37,"['Comedy', 'Fantasy', 'Kids']",Little Yeyos,ONA,Mar,2014,3,1,Spring,Unknown,Other,G,9978.0,13990,259,1,9,149,42
Zonmi-chan: Meat Pie of the Dead,5.28,"['Comedy', 'Horror', 'Supernatural']",Zonmi-chan: Meat Pie of the Dead,Special,Mar,2016,5,1,Spring,Neft Film,Original,PG,10184.0,9231,1722,1,34,1204,49
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.87,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",Haikyu!! 3rd Season,TV,Oct,2016,24,10,Fall,Production I.G,Manga,PG,20.0,123,727240,12830,27904,619835,3128
Gin no Guardian,6.25,"['Adventure', 'Fantasy']",The Silver Guardian,TV,Apr,2017,13,12,Spring,Haoliners Animation League,Web manga,PG,7123.0,1555,88068,118,7653,45912,8185
Kono Subarashii Sekai ni Shukufuku wo! 2,8.31,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Magic', 'Fantasy']",KonoSuba:God's Blessing on This Wonderful World! 2,TV,Jan,2017,23,10,Winter,Studio Deen,Light novel,PG,225.0,69,990857,10851,42174,825156,8664
Hikari: Kariya wo Tsunagu Monogatari,5.88,['Sports'],Hikari: Kariya wo Tsunagu Monogatari,Special,Mar,2016,9,1,Spring,Zexcs,Original,PG,8592.0,11970,535,0,25,264,31
CoCO & NiCO,6.51,"['Comedy', 'Kids']",CoCO & NiCO,TV,Apr,2016,1,39,Spring,Kachidoki Studio,Original,G,13697.0,11883,549,2,33,64,86
Gyakuten Saiban 6 Prologue,6.56,['Mystery'],Gyakuten Saiban 6 Prologue,ONA,Mar,2016,8,1,Spring,Unknown,Game,PG,5565.0,7226,3802,6,100,2313,59
Battery,5.72,"['Slice of Life', 'Sports', 'Drama']",Battery,TV,Jul,2016,23,11,Summer,Zero-G,Novel,PG,9096.0,2382,45544,51,3420,19510,6798
Fune wo Amu,7.64,"['Slice of Life', 'Drama', 'Romance']",The Great Passage,TV,Oct,2016,22,11,Fall,Zexcs,Novel,PG,1172.0,1575,85958,333,5784,36375,3507
Kuzu no Honkai,7.31,"['Drama', 'Romance', 'School', 'Seinen']",Scum's Wish,TV,Jan,2017,22,12,Winter,Lerche,Manga,R,2294.0,272,462466,4913,33590,264613,24148
RS Keikaku: Rebirth Storage,5.53,['Mecha'],RS Project:Rebirth Storage,Special,Jun,2016,23,1,Summer,Unknown,Original,PG,9589.0,6096,5787,1,205,2313,127
Rokudenashi Majutsu Koushi to Akashic Records,7.19,"['Action', 'Magic', 'Fantasy', 'School']",Akashic Records of Bastard Magic Instructor,TV,Apr,2017,24,12,Spring,LIDENFILMS,Light novel,R,2813.0,258,478935,2683,30694,352662,15649
Flying Witch Petit,6.04,"['Slice of Life', 'Comedy', 'Supernatural']",Flying Witch Petit,ONA,Mar,2016,2,9,Spring,domerica,Manga,PG,8066.0,4302,13853,7,877,7841,612
Aware! Meisaku-kun,6.51,"['Comedy', 'Parody', 'Kids', 'School']",Aware! Meisaku-kun,TV,Apr,2016,5,Unknown,Spring,Pie in the sky,Original,G,13379.0,12513,434,0,112,0,131
Mirai no Watashi,6.28,"['Slice of Life', 'Comedy']",Mirai no Watashi,ONA,Mar,2016,1,2,Spring,Studio Colorido,Original,G,6982.0,7427,3513,5,606,1775,237
Regalia: The Three Sacred Stars,5.99,"['Action', 'Sci-Fi', 'Mecha']",Regalia:The Three Sacred Stars,TV,Jul,2016,24,13,Summer,Actas,Original,PG,8267.0,3214,25923,28,2838,6874,4197
Occultic;Nine,6.94,"['Sci-Fi', 'Mystery']",Occultic;Nine,TV,Oct,2016,24,12,Fall,A-1 Pictures,Light novel,PG,3861.0,889,167865,443,12076,68238,15575
Aggressive Retsuko,7.64,"['Music', 'Slice of Life', 'Comedy']",Aggretsuko,TV,Apr,2016,1,100,Spring,Fanworks,Other,PG,1166.0,1778,73153,429,9670,36362,3976
Flip Flappers,7.68,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']",Flip Flappers,TV,Oct,2016,23,13,Fall,Studio 3Hz,Original,PG,1084.0,949,156048,1954,12459,68247,8184
Hand Shakers,5.35,['Action'],Hand Shakers,TV,Jan,2017,23,12,Winter,GoHands,Original,PG,10041.0,1564,87242,201,6119,32248,19376
Natsume Yuujinchou Go,8.59,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",Natsume's Book of Friends Season 5,TV,Oct,2016,23,11,Fall,Shuka,Manga,PG,75.0,1092,135177,690,8773,72069,1531
King of Prism by Pretty Rhythm Short Anime,6.51,"['Music', 'Comedy', 'Fantasy']",King of Prism by Pretty Rhythm Short Anime,Special,Jun,2016,19,1,Summer,Unknown,Original,PG,15023.0,10981,794,1,42,181,61
Sore ga Seiyuu!: Petit Uchiage,6.46,"['Slice of Life', 'Comedy']",Sore ga Seiyuu!: Petit Uchiage,Special,Mar,2016,14,1,Spring,Gonzo,Web manga,PG,6124.0,7078,4031,2,92,2836,37
Yuri!!! on Ice,7.92,"['Comedy', 'Sports']",Yuri!!! On ICE,TV,Oct,2016,23,12,Fall,MAPPA,Original,PG,650.0,191,580801,17525,34160,430803,24665
91 Days,7.84,"['Action', 'Drama', 'Historical']",91 Days,TV,Jul,2016,24,12,Summer,Shuka,Original,R,752.0,265,466565,5208,32870,255359,19745
"Neko mo, Onda-ke",6.51,"['Slice of Life', 'Comedy']","Neko mo, Onda-ke",TV,Apr,2016,1,12,Spring,Studio! Cucuri,4-koma manga,G,11081.0,12284,470,0,32,124,87
Panpaka Pants W-O-New!,6.51,"['Comedy', 'Kids']",Panpaka Pants W-O-New!,TV,Apr,2016,5,26,Spring,DLE,Original,G,11460.0,13999,259,0,19,61,83
Mahou Shoujo Ikusei Keikaku,7.0,"['Action', 'Fantasy', 'Magic', 'Supernatural', 'Thriller']",Magical Girl Raising Project,TV,Oct,2016,24,12,Fall,Lerche,Light novel,R,3656.0,1154,127946,611,8962,65647,7382
Tanaka-kun wa Kyou mo Kedaruge,7.27,"['Comedy', 'School']",Tanaka-kun wa Kyou mo Kedaruge,Special,Apr,2016,0,35,Spring,SILVER LINK.,Manga,PG,2469.0,3080,28147,39,1573,16825,571
FLCL Progressive,6.42,"['Action', 'Comedy', 'Dementia', 'Mecha', 'Parody', 'Sci-Fi']",FLCL Progressive,Movie,Sep,2018,136,1,Fall,"Production I.G, Signal.MD, Production GoodBook",Original,PG,6320.0,1358,104151,205,4561,32890,2103
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,5.99,"['Comedy', 'Parody', 'Fantasy']",KAIJU GIRLS,ONA,Sep,2016,5,12,Fall,Studio PuYUKAI,Original,PG,8293.0,5346,8057,17,646,4108,825
Island,6.35,"['Drama', 'Sci-Fi']",Island,TV,Jul,2018,23,12,Summer,feel.,Visual novel,PG,6647.0,1362,103133,304,9491,43876,15388
Super Lovers OVA,7.42,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shounen Ai']",Super Lovers OVA,OVA,Jan,2017,23,2,Winter,Studio Deen,Manga,PG,1847.0,3458,22428,67,1716,11386,396
Katsugeki/Touken Ranbu,6.73,"['Action', 'Historical', 'Samurai', 'Fantasy']",Katsugeki Touken Ranbu,TV,Jul,2017,23,13,Summer,ufotable,Game,PG,4753.0,1431,97144,400,9519,26489,13733
Reikenzan: Eichi e no Shikaku,6.93,"['Comedy', 'Magic', 'Fantasy']",Reikenzan: Eichi e no Shikaku,TV,Jan,2017,24,12,Winter,Studio Deen,Light novel,PG,3883.0,2658,36941,64,3137,20824,1798
Ragnastrike Angels,4.34,['Action'],Ragnastrike Angels,TV,Apr,2016,0,12,Spring,Satelight,Game,PG,10974.0,4726,11065,11,766,5431,1184
Touken Ranbu: Hanamaru,6.82,"['Action', 'Slice of Life', 'Comedy', 'Historical', 'Drama', 'Fantasy']",Touken Ranbu - Hanamaru,TV,Oct,2016,24,12,Fall,Doga Kobo,Game,PG,4373.0,1864,66452,454,6109,18833,8025
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,6.44,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'School', 'Seinen']",Majestic Prince Episode 25 – Wings to the Future,Special,Sep,2016,23,1,Fall,"Orange, Seven Arcs Pictures",Manga,PG,6215.0,6402,5135,1,157,3310,69
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,7.16,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'School', 'Seinen']",Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Movie,Nov,2016,77,1,Fall,"Orange, Seven Arcs Pictures",Manga,PG,2951.0,6290,5352,3,176,2607,73
Time Bokan 24,5.89,"['Adventure', 'Comedy', 'Mecha']",Time Bokan 24,TV,Oct,2016,23,24,Fall,Tatsunoko Production,Original,PG,8541.0,6979,4134,4,407,878,1123
Infini-T Force,6.5,"['Action', 'Sci-Fi', 'Super Power']",Infini-T Force,TV,Oct,2017,22,12,Fall,Tatsunoko Production,Original,PG,5885.0,5479,7579,8,578,1877,971
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.49,"['Action', 'Mystery', 'Horror', 'Psychological', 'School']",Danganronpa 3:The End of Hope's Peak High School - Despair Arc,TV,Jul,2016,23,11,Summer,Lerche,Game,R,1608.0,644,225956,2733,11516,160854,4795
Shakunetsu no Takkyuu Musume,7.08,['Sports'],Scorching Ping Pong Girls,TV,Oct,2016,24,12,Fall,Kinema Citrus,Web manga,PG,3305.0,2697,35854,129,2532,18093,2567
Drifters: Special Edition,7.7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']",Drifters: Special Edition,OVA,Jun,2016,41,1,Summer,Hoods Drifters Studio,Manga,R,1022.0,3116,27564,24,773,20013,262
Starmyu OVA,7.15,"['Music', 'Slice of Life', 'School']",Starmyu OVA,OVA,Jul,2016,23,2,Summer,C-Station,Original,PG,2965.0,5894,6304,19,185,3178,136
Kiniro Mosaic: Pretty Days,7.52,"['Slice of Life', 'Comedy', 'School', 'Seinen']",Kiniro Mosaic: Pretty Days,Movie,Nov,2016,50,1,Fall,Studio Gokumi,4-koma manga,PG,1524.0,3726,19333,40,534,10631,140
"Yuyushiki: Komarasetari, Komarasaretari",7.34,"['Slice of Life', 'Comedy', 'School']","Yuyushiki: Komarasetari, Komarasaretari",OVA,Feb,2017,27,1,Winter,Kinema Citrus,4-koma manga,PG,2184.0,4907,10004,11,206,6297,72
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,7.1,"['Comedy', 'Drama', 'Romance', 'School']",The Moment You Fall in Love,Movie,Dec,2016,63,1,Winter,Qualia Animation,Music,PG,3190.0,1775,73273,168,2484,40838,422
Tsukiuta. The Animation,6.95,['Music'],TSUKIUTA. The Animation,TV,Jul,2016,24,13,Summer,Studio Pierrot,Music,PG,3797.0,3457,22405,205,2155,8259,2246
Nuwa Chengzhang Riji,6.29,"['Comedy', 'Fantasy']",Nuwa Chengzhang Riji,ONA,Apr,2016,9,30,Spring,B.CMAY PICTURES,Novel,PG,6939.0,6506,4919,9,610,376,372
Bubuki Buranki: Hoshi no Kyojin,6.83,"['Action', 'Sci-Fi', 'Drama', 'Mecha']",BBK/BRNK:The Gentle Giants of the Galaxy,TV,Oct,2016,23,12,Fall,SANZIGEN,Original,PG,4303.0,3387,23300,22,1591,13652,1346
Zonmi-chan: Halloween☆Special Movie!,4.48,"['Comedy', 'Horror']",Zonmi-chan: Halloween☆Special Movie!,ONA,Oct,2015,1,1,Fall,Neft Film,Original,PG,10930.0,11009,789,0,26,554,33
