Name,Score,Genres,English name,Type,Month Aired,Year Aired,Duracion_min,Episodes,Premiered,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Teekyuu 7,6.68,"['Comedy', 'Shounen', 'Sports']",Teekyu 7,TV,Jan,2016,2,12,Winter,Millepensee,Manga,PG,5024.0,4404,13118,14,377,9726,153
Xi You Ji,6.89,"['Adventure', 'Fantasy']",Journey to the West:Legends of the Monkey King,TV,Unknown,Unknown,22,52,Unknown,Unknown,Novel,PG,4095.0,11925,545,7,31,256,70
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,6.7,"['Military', 'Comedy', 'Ecchi']",Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,Special,Oct,2015,9,1,Fall,Unknown,Unknown,PG,4881.0,5624,7139,13,198,3484,215
Kuromukuro,7.21,"['Action', 'Sci-Fi', 'Mecha']",Kuromukuro,TV,Apr,2016,24,26,Spring,P.A. Works,Original,R,2745.0,1291,110580,379,11176,54926,9121
Tekkon Kinkreet Pilot,4.77,"['Action', 'Adventure', 'Psychological', 'Supernatural']",Tekkon Kinkreet Pilot,Special,Jan,1999,4,1,Winter,Unknown,Manga,G,10766.0,9915,1276,0,40,816,40
Masamune Datenicle,5.95,"['Action', 'Historical', 'Super Power', 'Samurai']",Masamune Datenicle,ONA,May,2016,16,6,Spring,"Gainax, Gaina",Original,PG,8384.0,7621,3251,4,380,217,161
Mirai e no Kakehashi: Bridge for Future,6.51,['Slice of Life'],Mirai e no Kakehashi: Bridge for Future,ONA,Oct,2015,0,6,Fall,Gaina,Original,G,15599.0,11734,593,0,43,155,29
Ashita Kirarin,6.51,"['Drama', 'Kids']",Ashita Kirarin,OVA,Mar,2004,26,1,Spring,Animation Staff Room,Original,G,13326.0,14544,219,0,9,70,43
Mahou no Tenshi Creamy Mami no Otogibanashi,6.51,"['Fantasy', 'Magic', 'Shoujo']",Mahou no Tenshi Creamy Mami no Otogibanashi,Special,May,2014,3,1,Spring,Unknown,Manga,G,15373.0,12870,370,0,22,125,39
Mahou no Tenshi Creamy Mami: Perfect Memory,6.51,"['Parody', 'Shoujo', 'Slice of Life']",Mahou no Tenshi Creamy Mami: Perfect Memory,OVA,Mar,1987,1,1,Spring,Unknown,Original,G,15374.0,12857,374,0,20,150,34
Renai Boukun,6.7,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'School']",Love Tyrant,TV,Apr,2017,23,12,Spring,EMT Squared,Web manga,PG,4915.0,548,264610,570,20597,162318,19446
Koyomimonogatari,7.68,"['Comedy', 'Mystery', 'Supernatural']",Koyomimonogatari,ONA,Jan,2016,14,12,Winter,Shaft,Light novel,R,1081.0,824,182059,318,8384,120888,1597
Dies Irae,5.38,"['Action', 'Military', 'Super Power', 'Magic']",Dies irae,TV,Oct,2017,23,11,Fall,A.C.G.T.,Visual novel,R,9958.0,1272,113012,177,9776,35826,17612
Ketsuekigata-kun! 4,6.34,['Comedy'],Ketsuekigata-kun! 4,TV,Jan,2016,2,12,Winter,"feel., Zexcs",Web manga,PG,6673.0,8172,2594,1,86,1535,107
Kimi no Na wa.,8.96,"['Romance', 'Supernatural', 'School', 'Drama']",Your Name.,Movie,Aug,2016,106,1,Summer,CoMix Wave Films,Original,PG,16.0,11,1726660,71054,40773,1462143,2463
Shokugeki no Souma: Ni no Sara,8.21,"['Ecchi', 'School', 'Shounen']",Food Wars! The Second Plate,TV,Jul,2016,24,13,Summer,J.C.Staff,Manga,PG,297.0,106,802974,3144,37811,671406,7700
Kanamewo,6.69,"['Romance', 'Supernatural', 'Drama', 'Shoujo Ai']",Kanamewo,ONA,Nov,2015,5,1,Fall,Unknown,Original,PG,4947.0,4494,12413,50,239,8805,59
Jingle,4.85,['Fantasy'],Jingle,ONA,Oct,2010,0,1,Fall,Unknown,Original,G,10735.0,11599,623,0,11,523,21
Anison Nippon,5.22,"['Action', 'Sci-Fi', 'Music']",Anison Nippon,ONA,Feb,2014,1,1,Winter,Unknown,Original,G,10293.0,11062,774,0,18,635,38
Kakegae no,5.03,['Drama'],Kakegae no,ONA,Feb,2012,1,1,Winter,Unknown,Original,PG,10571.0,12777,385,0,13,267,21
Kerorinpasu,4.67,['Music'],Kerorinpasu,ONA,Feb,2011,1,1,Winter,Unknown,Original,G,10859.0,12964,361,0,6,298,17
Ai (ONA),2.61,['Romance'],Ai (ONA),ONA,Aug,2012,0,1,Summer,Unknown,Original,G,11068.0,7874,2970,6,31,2690,55
Ai Sky Tree 21,4.56,['Action'],Ai Sky Tree 21,ONA,Aug,2012,0,1,Summer,Unknown,Original,G,10916.0,11836,567,0,14,427,34
Present made no Michinori,4.93,"['Action', 'Music']",Present made no Michinori,ONA,Mar,2009,2,1,Spring,Unknown,Original,PG,10666.0,11852,560,0,14,463,23
Tenkou Kotofumi,5.35,"['Music', 'Fantasy']",Tenkou Kotofumi,ONA,Sep,2011,1,1,Fall,Unknown,Original,PG,10043.0,12908,365,0,15,268,16
Nakanaori,4.9,"['Action', 'Samurai']",Reconciliation,ONA,Unknown,Unknown,1,1,Unknown,Unknown,Original,PG,10692.0,11973,532,1,9,443,22
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6.38,"['Sci-Fi', 'Comedy', 'Police', 'Mecha']",Active Raid Second,TV,Jul,2016,24,12,Summer,Production IMS,Original,PG,6505.0,3809,18129,15,1052,9555,1177
Tabi Machi Late Show,6.22,"['Slice of Life', 'Drama']",Tabi Machi Late Show,TV,Jan,2016,7,4,Winter,CoMix Wave Films,Original,PG,7265.0,5336,8046,7,332,5141,669
Concrete Revolutio: Choujin Gensou - The Last Song,7.05,"['Action', 'Sci-Fi', 'Mystery', 'Super Power', 'Demons', 'Supernatural', 'Drama', 'Fantasy']",Concrete Revolutio: Choujin Gensou - The Last Song,TV,Apr,2016,24,11,Spring,Bones,Original,R,3454.0,2974,30062,76,1763,15297,1252
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,6.05,"['Comedy', 'Parody', 'Magic']",Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,Special,Mar,2013,3,2,Spring,Unknown,Original,PG,8054.0,10051,1208,0,63,397,40
Lupin III (2015): Italian Game,6.47,"['Action', 'Adventure', 'Comedy', 'Seinen']",Lupin III (2015): Italian Game,Special,Jan,2016,91,1,Winter,TMS Entertainment,Original,PG,6074.0,7144,3912,3,145,1837,72
Aishen Qiaokeli-ing...,6.99,"['Harem', 'Comedy', 'Romance', 'School']",Aishen Qiaokeli-ing...,ONA,Dec,2015,14,15,Winter,B.CMAY PICTURES,Web manga,PG,3659.0,2112,55634,220,4603,27113,2798
Major 2nd,6.65,"['Sports', 'Shounen']",Major 2nd,Special,Jul,2016,1,1,Summer,Unknown,Manga,G,5140.0,8510,2280,9,96,1311,85
Celebration and Chorale,5.62,['Music'],celebration and chorale,Movie,Unknown,Unknown,5,1,Unknown,Unknown,Original,G,9338.0,13292,318,0,13,224,25
Hot Minute: Gudetama,5.84,"['Comedy', 'Kids']",Hot Minute:Gudetama,Special,Nov,2015,1,1,Fall,Unknown,Other,G,8722.0,11018,785,1,15,566,33
Bonobono (TV 2016),6.36,"['Slice of Life', 'Comedy']",Bono Bono,TV,Apr,2016,5,Unknown,Spring,Eiken,4-koma manga,G,6585.0,8479,2342,19,661,1,603
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,6.56,"['Action', 'Adventure', 'Fantasy', 'Kids']",Pokemon XY&Z: Subete no Nazo wo Tokiakase!,Special,Dec,2015,51,1,Winter,OLM,Original,PG,5555.0,7575,3315,1,63,2208,89
Qualidea Code,6.51,"['Action', 'Magic', 'Supernatural']",Qualidea Code,TV,Jul,2016,23,12,Summer,A-1 Pictures,Original,PG,5831.0,1088,136345,222,9957,72781,10498
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,7.4,"['Action', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']",Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Special,Jul,2016,10,1,Summer,Studio Pierrot,Original,PG,1893.0,1729,76018,157,1059,65060,351
Gintama°: Aizome Kaori-hen,8.41,"['Comedy', 'Parody']",Gintama°: Aizome Kaori-hen,OVA,Aug,2016,26,2,Summer,Bandai Namco Pictures,Manga,PG,146.0,2020,59412,142,2575,40704,490
D.Gray-man Hallow,7.75,"['Action', 'Adventure', 'Super Power', 'Demons', 'Shounen']",D.Gray-man HALLOW,TV,Jul,2016,24,13,Summer,TMS Entertainment,Manga,R,922.0,953,155950,1168,11467,86157,5003
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,7.14,"['Mystery', 'Shounen']",Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Special,Dec,2015,47,1,Winter,Toei Animation,Manga,R,3033.0,9543,1514,1,44,975,40
Azure Nihon Data Center,5.14,['Action'],Azure Nihon Data Center,ONA,Feb,2014,1,1,Winter,Unknown,Original,G,10399.0,9880,1300,1,61,847,30
Berserk,6.39,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",Berserk,TV,Jul,2016,24,12,Summer,"Millepensee, GEMBA",Manga,R,6438.0,574,254341,1882,16173,145480,25368
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.86,"['Adventure', 'Comedy', 'Supernatural', 'Magic', 'Fantasy']",Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,Jun,2016,23,1,Summer,Studio Deen,Light novel,PG,725.0,521,273954,561,3235,245860,420
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",6.04,['Drama'],"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Special,Feb,2016,7,1,Winter,Ordet,Original,PG,8072.0,9046,1846,1,86,779,65
Osomatsu-san Short Film Series,6.53,"['Comedy', 'Parody']",Mr. Osomatsu Short Film Series,Special,Jan,2016,2,7,Winter,10Gauge,Manga,PG,5713.0,6236,5487,8,356,2858,192
The New A-Class.: Next Stage with YOU,4.94,"['Cars', 'Music']",The New A-Class.: Next Stage with YOU,ONA,Nov,2015,0,1,Fall,Unknown,Original,G,10643.0,10289,1080,0,23,795,32
Project HAL,5.86,"['Action', 'Mecha']",Project HAL,ONA,May,2015,1,3,Spring,Unknown,Original,G,8646.0,11865,556,0,30,276,23
Saga-ken wo Meguru Animation,6.05,['Slice of Life'],Animated Journey Through Saga Prefecture,Movie,Mar,2016,12,4,Spring,"Seven Arcs, Seven Arcs Pictures",Original,G,8003.0,9286,1674,2,103,548,57
KochinPa!,4.28,['Comedy'],KochinPa!,TV,Dec,2015,0,12,Winter,Unknown,Other,G,10950.0,9139,1764,0,96,944,188
Mim Mam Mint,6.51,['Comedy'],Mim Mam Mint,TV,Dec,2015,0,4,Winter,Kachidoki Studio,Original,G,15542.0,12985,354,2,23,34,92
Clockwork Planet,6.47,"['Fantasy', 'Sci-Fi']",Clockwork Planet,TV,Apr,2017,24,12,Spring,Xebec,Light novel,PG,6063.0,1133,130534,374,9918,60636,16868
"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)",6.51,"['Cars', 'Comedy']","Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)",ONA,Jul,2015,3,2,Summer,Unknown,Radio,G,15027.0,14225,240,0,14,113,37
Shinmai Maou no Testament Burst Specials,6.83,"['Comedy', 'Demons', 'Ecchi']",Shinmai Maou no Testament Burst Specials,Special,Dec,2015,4,5,Winter,Production IMS,Light novel,R,4301.0,3372,23418,25,856,15438,303
Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,5.7,"['Sci-Fi', 'Seinen']",Dimension W:W Gate Online - Rose's Counseling Room,Special,Mar,2016,3,5,Spring,Studio 3Hz,Manga,G,9160.0,4960,9727,11,469,3689,273
Kigyou Senshi Arslan,6.56,"['Comedy', 'Parody']",Corporate Warrior Arslan,Special,Oct,2016,3,6,Fall,Unknown,Manga,PG,5595.0,6287,5391,5,362,1878,212
Garo: Honoo no Kokuin - Home,6.8,"['Action', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",GARO:THE ANIMATION - HOME,Special,Sep,2015,23,1,Fall,MAPPA,Original,PG,4430.0,5125,8952,5,341,4923,133
One Piece: Long Ring Long Land-hen,6.74,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",One Piece: Long Ring Long Land-hen,Special,Dec,2015,75,1,Winter,Toei Animation,Manga,PG,4723.0,5704,6937,15,323,3362,199
Mayoiga,5.53,"['Mystery', 'Comedy', 'Horror', 'Psychological', 'Drama']",The Lost Village,TV,Apr,2016,24,12,Spring,Diomedéa,Original,R,9609.0,787,189103,280,12947,109432,22232
Nora to Oujo to Noraneko Heart,5.39,"['Comedy', 'Ecchi']","Nora, Princess, and Stray Cat",TV,Jul,2017,3,11,Summer,"W-Toon Studio, DMM.futureworks",Visual novel,PG,9930.0,2653,36864,34,2842,15715,4221
Kirin Ashita no Calendar,6.51,"['Historical', 'Kids']",Kirin Ashita no Calendar,TV,Jan,1980,5,1306,Winter,Unknown,Unknown,G,15049.0,13149,339,0,15,196,60
Usakame,5.8,"['Slice of Life', 'Comedy', 'Sports', 'Shounen']",Usakame,TV,Apr,2016,3,12,Spring,Millepensee,Manga,PG,8851.0,4845,10285,6,557,6104,743
Gekidol,5.76,['Music'],Gekidol,TV,Jan,2021,23,12,Winter,Hoods Entertainment,Original,,8985.0,5220,8609,20,3573,3,1109
Mitsuami no Kamisama,6.78,"['Slice of Life', 'Drama', 'Seinen']",Pigtails,Movie,Oct,2015,28,1,Fall,Production I.G,Manga,G,4558.0,7728,3113,2,77,1519,41
Under the Dog: Anthea-chan,4.63,"['Action', 'Comedy', 'Parody']",UNDER THE DOG Anthea-chan,ONA,Aug,2015,3,1,Summer,Kinema Citrus,Original,PG,10868.0,7168,3884,0,109,2371,65
Love Live! The School Idol Movie: Gekijou Manner CM,6.33,['Comedy'],Love Live! The School Idol Movie: Gekijou Manner CM,Movie,Jun,2015,1,4,Summer,Unknown,Original,G,6752.0,7137,3956,5,146,1535,103
Love Live! Kouhaku Special Anime,6.36,['Music'],Love Live! Kouhaku Special Anime,Special,Dec,2015,0,1,Winter,Sunrise,Original,PG,6614.0,6930,4217,7,91,2440,91
Cheer Danshi!!,6.71,"['Sports', 'Drama', 'School']",Cheer Boys!!,TV,Jul,2016,24,12,Summer,Brain's Base,Novel,PG,4850.0,2163,53460,112,4896,25006,5902
Prison School: Mad Wax,7.46,"['Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']",Prison School: Mad Wax,OVA,Mar,2016,25,1,Spring,J.C.Staff,Manga,R,1711.0,1326,106314,104,1494,89606,349
Kanojo to Kanojo no Neko: Everything Flows,7.7,"['Slice of Life', 'Psychological', 'Romance']",Kanojo to Kanojo no Neko: Everything Flows,TV,Mar,2016,7,4,Spring,LIDENFILMS,Original,G,1038.0,1473,94272,490,3542,54707,903
Days (TV),7.2,"['Sports', 'School', 'Shounen']",Days,TV,Jul,2016,24,24,Summer,MAPPA,Manga,PG,2759.0,1300,109636,416,11247,60149,11816
BlazBlue: Alter Memory Specials,6.14,['Comedy'],BlazBlue: Alter Memory Specials,Special,Dec,2013,17,6,Winter,"Hoods Entertainment, teamKG",Game,PG,7610.0,7796,3045,6,151,1219,81
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",6.11,['Ecchi'],"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Special,Dec,2008,1,1,Winter,Hal Film Maker,Unknown,PG,7775.0,10080,1181,1,64,507,44
Girls & Panzer: Nihon Senshadou Renmei News,6.7,['Comedy'],Girls & Panzer: Nihon Senshadou Renmei News,Special,Jun,2013,3,2,Summer,Actas,Original,PG,4888.0,7141,3929,3,194,1403,122
Super Mario World: Mario to Yoshi no Bouken Land,5.26,"['Game', 'Comedy', 'Kids']",Super Mario World: Mario to Yoshi no Bouken Land,OVA,Unknown,Unknown,27,1,Unknown,Unknown,Game,G,10227.0,10522,978,6,24,632,46
Love Live! Sunshine!!,7.4,"['Music', 'Slice of Life', 'School']",Love Live! Sunshine!!,TV,Jul,2016,24,13,Summer,Sunrise,Other,PG,1905.0,1059,140379,2886,9254,86265,5574
Xiyouji zhi Dasheng Guilai,6.77,"['Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",Monkey King:Hero Is Back,Movie,Jul,2015,94,1,Summer,October Media,Original,PG,4605.0,8801,2024,2,104,869,69
Sakamoto Desu ga?,7.59,"['Slice of Life', 'Comedy', 'School', 'Seinen']",Haven't You Heard? I'm Sakamoto,TV,Apr,2016,24,12,Spring,Studio Deen,Manga,PG,1298.0,209,541911,2144,44284,324965,37358
Lu Shidai 2nd Season,6.87,"['Action', 'Adventure', 'Comedy', 'Game', 'Parody']",Lu Shidai 2nd Season,ONA,Nov,2014,12,13,Fall,Unknown,Original,PG,4180.0,8754,2074,5,158,921,65
Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.82,"['Comedy', 'School', 'Seinen', 'Slice of Life']",Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,Sep,2016,24,1,Fall,SILVER LINK.,Manga,PG,799.0,2844,32678,25,652,23058,147
Imawa no Kuni no Alice,6.08,['Action'],Imawa no Kuni no Alice,ONA,Jul,2013,0,1,Summer,Production I.G,Manga,PG,7896.0,7662,3234,5,128,1725,57
Digimon Adventure tri. 3: Kokuhaku,7.71,"['Action', 'Adventure', 'Comedy', 'Drama']",Digimon Adventure tri. Confession,Movie,Sep,2016,105,1,Fall,Toei Animation,Original,PG,1002.0,1984,60746,126,1142,46352,390
Nisekoi: OVA,7.08,"['Harem', 'Comedy', 'Parody', 'Magic', 'Romance', 'Shounen']",Nisekoi: OVA,OVA,Jan,2016,15,2,Winter,Shaft,Manga,PG,3299.0,1837,68272,73,1311,54550,324
Stella no Mahou,6.87,"['Game', 'Slice of Life', 'Comedy', 'School']",Magic of Stella,TV,Oct,2016,23,12,Fall,SILVER LINK.,4-koma manga,PG,4168.0,2785,33679,46,2374,14079,2339
Zombie Clay Animation: I'm Stuck!!,6.51,"['Comedy', 'Horror']",I'm Stuck!!:Life of the Dead,ONA,Mar,2014,3,4,Spring,Studio Binzo,Original,R,13143.0,14250,240,0,15,108,41
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,6.61,['Comedy'],Grimgar:Ashes and Illusions Special,Special,Mar,2016,11,1,Spring,A-1 Pictures,Light novel,PG,5327.0,2406,44222,38,763,35224,233
Starry Tales: Seiza wa Toki wo Koete,5.55,"['Fantasy', 'Space']",Starry Tales: Seiza wa Toki wo Koete,Movie,Mar,2011,27,1,Spring,KAGAYA Studio,Original,PG,9552.0,10810,853,1,37,347,55
Tokiwa Kitareri!!,5.7,"['Action', 'Magic', 'Shounen']",Tokiwa Kitareri!!,Special,Jan,2016,0,1,Winter,J.C.Staff,Manga,PG,9174.0,12192,488,1,37,262,39
Noblesse: Pamyeol-ui Sijak,7.31,"['Action', 'Adventure', 'Supernatural']",Noblesse: Pamyeol-ui Sijak,OVA,Dec,2015,37,1,Winter,Studio Animal,Web manga,R,2280.0,2499,41405,119,1425,26554,314
Kamiwaza Wanda,6.51,"['Sci-Fi', 'Kids']",Kamiwaza Wanda,TV,Apr,2016,24,47,Spring,TMS Entertainment,Original,PG,14850.0,12157,491,0,36,62,85
Shounen Ashibe: Go! Go! Goma-chan,6.12,"['Slice of Life', 'Comedy', 'Seinen']",Shounen Ashibe: Go! Go! Goma-chan,TV,Apr,2016,9,32,Spring,"Bridge, Husio Studio",4-koma manga,G,7694.0,8201,2568,12,428,587,732
Neko Neko Nihonshi,6.2,"['Historical', 'Parody', 'Kids', 'Samurai']",Meow Meow Japanese History,TV,Apr,2016,9,32,Spring,Joker Films,Web manga,G,7319.0,8705,2101,4,262,271,272
Kekkai Sensen: Ousama no Restaurant no Ousama,7.4,"['Action', 'Comedy', 'Super Power', 'Supernatural', 'Fantasy', 'Shounen']",Kekkai Sensen: Ousama no Restaurant no Ousama,OVA,Jun,2016,24,1,Summer,Bones,Manga,R,1903.0,2864,32228,23,556,22886,143
Uniminipet,6.51,"['Adventure', 'Fantasy']",Uniminipet,TV,Jun,2001,20,26,Summer,Unknown,Unknown,G,12698.0,14564,219,0,13,69,55
Gaza: Changing the World,5.6,"['Drama', 'Supernatural']",Gaza: Changing the World,ONA,Jun,2015,2,1,Summer,Unknown,Original,PG,9425.0,13570,293,2,10,199,21
Duel Masters VSRF,5.44,"['Action', 'Adventure', 'Comedy', 'Shounen']",Duel Masters Versus Revolution Final,TV,Apr,2016,24,51,Spring,Studio Hibari,Original,PG,9820.0,10295,1078,5,72,224,174
Telemonster,6.51,['Adventure'],Telemonster,TV,Feb,2016,2,52,Winter,Unknown,Original,PG,12399.0,13133,335,0,33,41,106
The Snack World,6.51,"['Adventure', 'Comedy', 'Kids', 'Fantasy']",The Snack World,Movie,Dec,2015,8,1,Winter,Unknown,Original,G,12485.0,13878,268,0,14,91,47
Seisen Cerberus: Ryuukoku no Fatalités,5.64,"['Adventure', 'Fantasy']",Cerberus,TV,Apr,2016,24,13,Spring,Bridge,Game,R,9333.0,1593,84952,104,8989,39137,14210
The Snack World (TV),6.51,"['Adventure', 'Comedy', 'Kids', 'Fantasy']",The Snack World (TV),TV,Apr,2017,23,50,Spring,"OLM, OLM Digital",Original,G,12472.0,12013,524,1,57,60,99
12-sai.: Chicchana Mune no Tokimeki,6.42,"['Romance', 'School', 'Shoujo']",12-sai.: Chicchana Mune no Tokimeki,TV,Apr,2016,24,12,Spring,OLM,Manga,PG,6305.0,3161,27034,51,1932,15446,2851
Okusama ga Seitokaichou!+!,6.65,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",My Wife is the Student Council President!+,TV,Oct,2016,8,12,Fall,Seven,Manga,R,5108.0,1204,122043,111,6169,89762,2568
Onigiri,5.35,"['Comedy', 'Supernatural', 'Fantasy']",Onigiri,TV,Apr,2016,4,13,Spring,Pierrot Plus,Game,PG,10049.0,3225,25939,34,1940,10254,2702
Gi(a)rlish Number,6.88,['Slice of Life'],Girlish Number,TV,Oct,2016,24,12,Fall,Diomedéa,Original,PG,4104.0,1537,89326,152,6794,36292,6271
Endride,5.65,"['Adventure', 'Fantasy']",Endride,TV,Apr,2016,23,24,Spring,Brain's Base,Original,PG,9285.0,1968,61776,59,7547,17392,16759
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,6.51,['Adventure'],Sinbad: Soratobu Hime to Himitsu no Shima Pilot,Special,Dec,2015,2,1,Winter,Nippon Animation,Original,G,12091.0,12428,444,1,22,155,38
Elsword: El-ui Yeoin,6.05,"['Action', 'Fantasy']",Elsword: El-ui Yeoin,ONA,Dec,2016,11,12,Winter,DR Movie,Game,G,8040.0,3557,21129,103,2772,4543,1875
Youjo Senki,8.0,"['Action', 'Military', 'Magic']",The Saga of Tanya the Evil,TV,Jan,2017,24,12,Winter,Nut,Light novel,R,547.0,177,600880,8497,39165,402559,20785
Hello Kitty no Oyayubi-hime,6.51,"['Adventure', 'Fantasy', 'Kids']",Hello Kitty no Oyayubi-hime,Movie,Jul,1990,43,1,Summer,Unknown,Novel,G,14358.0,14434,229,0,13,107,35
Okusama ga Seitokaichou! OVA: Okusama Gekijou,6.77,"['Comedy', 'Shounen']",Okusama ga Seitokaichou! OVA: Okusama Gekijou,Special,Jan,2016,1,7,Winter,Seven,Manga,PG,4563.0,4863,10156,10,405,5535,149
Kozaru no Buranko,6.51,['Kids'],Kozaru no Buranko,Movie,Unknown,Unknown,11,1,Unknown,Unknown,Picture book,G,15177.0,14461,226,0,9,114,44
Okusama ga Seitokaichou!: Okusama Gekijou,6.87,"['Comedy', 'Shounen']",Okusama ga Seitokaichou!: Okusama Gekijou,Special,Aug,2015,1,12,Summer,Seven,Manga,PG,4134.0,3723,19323,29,709,12356,334
Hokori Inu no Hanashi,5.57,['Dementia'],The Cloudy Dog Talk About,Movie,Unknown,Unknown,3,1,Unknown,Unknown,Original,G,9500.0,13583,291,0,9,204,18
Usawaltz,5.06,"['Music', 'Dementia']",Usawaltz,ONA,Sep,2011,2,1,Fall,Unknown,Original,PG,10531.0,13075,342,0,11,245,24
Usaband,5.4,['Music'],Usaband,ONA,Sep,2009,1,1,Fall,Unknown,Original,G,9930.0,13701,281,0,9,190,25
Yanesenondo,5.3,['Music'],Yanesenondo,ONA,Jul,2009,1,1,Summer,Unknown,Original,G,10147.0,13430,307,0,9,213,29
Yaseruyagi,6.51,['Unknown'],Yaseruyagi,ONA,Mar,2010,1,1,Spring,Unknown,Original,G,12972.0,14299,237,0,9,149,26
Handa-kun,7.39,"['Slice of Life', 'Comedy', 'Shounen']",Handa-kun,TV,Jul,2016,24,12,Summer,Diomedéa,Manga,PG,1951.0,740,200188,628,13162,114312,10595
Petit Petit Muse,6.51,"['Cars', 'Horror', 'Kids']",Petit Petit Muse,TV,Jan,2008,25,26,Winter,Unknown,Original,G,11539.0,13510,302,1,22,70,50
Tama & Friends: Uchi no Tama Shirimasen ka?,6.51,"['Adventure', 'Kids']",Tama & Friends: Uchi no Tama Shirimasen ka?,TV,Oct,2016,1,104,Fall,Kachidoki Studio,Original,G,12366.0,11976,532,0,48,104,93
Bananya,6.72,"['Slice of Life', 'Comedy', 'Kids']",Bananya,TV,Jul,2016,3,13,Summer,Gathering,Original,G,4806.0,2169,53632,304,4317,32147,5074
Historical,6.51,"['Adventure', 'Historical']",Historical,ONA,Feb,2016,12,1,Winter,Rabbit Machine,Original,PG,14436.0,12084,505,0,35,141,44
Noblesse: Awakening,7.46,"['Action', 'Supernatural', 'Vampire', 'School']",Noblesse: Awakening,ONA,Feb,2016,31,1,Winter,Production I.G,Web manga,R,1690.0,1531,90224,398,2859,66620,497
Battle Spirits: Double Drive,5.83,"['Game', 'Fantasy']",Battle Spirits: Double Drive,TV,Apr,2016,24,51,Spring,Bandai Namco Pictures,Card game,PG,8730.0,10105,1171,3,111,246,136
Udon no Kuni no Kiniro Kemari,7.76,"['Slice of Life', 'Fantasy', 'Seinen']",Poco's Udon World,TV,Oct,2016,22,12,Fall,LIDENFILMS,Manga,PG,909.0,1405,99145,510,6888,49894,4287
Uchuu Patrol Luluco,7.59,"['Action', 'Adventure', 'Comedy', 'Space']",Space Patrol Luluco,TV,Apr,2016,7,13,Spring,Trigger,Original,PG,1301.0,1192,124427,1020,7255,76147,4166
Kagewani: Shou,6.45,"['Mystery', 'Horror', 'Supernatural', 'Thriller']",Kagewani -II-,TV,Apr,2016,7,13,Spring,Tomovies,Original,R,6179.0,4026,16146,16,917,8789,886
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,6.33,"['Comedy', 'School', 'Shoujo', 'Shounen Ai', 'Slice of Life']",Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,Special,Sep,2005,25,1,Fall,Zexcs,Visual novel,PG,6730.0,7739,3119,2,80,2227,86
Keijo!!!!!!!!,7.02,"['Action', 'Sports', 'Ecchi', 'Shounen']",Keijo!!!!!!!!,TV,Oct,2016,23,12,Fall,Xebec,Manga,PG,3574.0,474,296623,1218,20874,172952,22325
Flowering Heart,6.14,"['Kids', 'Magic']",Flowering Heart,TV,Feb,2016,13,26,Winter,Unknown,Original,PG,7607.0,7825,3016,16,285,1336,287
